Document Title,Title Level,Authors,Publication Title,Publication Year,Start Page,End Page,,>= 4,Abstract,Abstract level,Double-check by Tiago or Paulo,DOI,PDF Link,OBS
Unwasted DASE: Lean Architecture Evaluation,0,Antti-Pekka TuovinenSimo MÃ¤kinenMarko LeppÃ¤nenOuti Sievi-KorteSamuel LahtinenTomi MÃ¤nnistÃ¶,Product-Focused Software Process Improvement,2017,,,,,,,,10.1007/978-3-319-69926-4_10,http://link.springer.com/chapter/10.1007/978-3-319-69926-4_10,
The CRUSOE Framework: A Holistic Approach to Analysing Prerequisites for Continuous Software Engineering,0,Teemu KarvonenTanja SuomalainenMarko JuntunenTanja SauvolaPasi KuvajaMarkku Oivo,Product-Focused Software Process Improvement,2016,,,,,,,,10.1007/978-3-319-49094-6_52,http://link.springer.com/chapter/10.1007/978-3-319-49094-6_52,
Costradamus: A Cost-Tracing System for Cloud-Based Software Services,0,JÃ¶rn KuhlenkampMarkus Klems,Service-Oriented Computing,2017,,,,,,,,10.1007/978-3-319-69035-3_48,http://link.springer.com/chapter/10.1007/978-3-319-69035-3_48,
Interoperability among Different IMS Cores,0,Fernando OrtigosaSergio FernandezAndres MarinDavide ProsepioBorja IribarneItziar OrmaetxeaIvan KotuliakTomas KovacikEugen MikoczyTimo LahnalampiTimo KoskiPiritta HakalaJanne IlitaloJuha TerÃ¤slahti,Testbeds and Research Infrastructures. Development of Networks and Communities,2011,,,,,,,,10.1007/978-3-642-17851-1_73,http://link.springer.com/chapter/10.1007/978-3-642-17851-1_73,
An Assessment of Test-Driven Reuse: Promises and Pitfalls,0,Mehrdad NurolahzadeRobert J. WalkerFrank Maurer,Safe and Secure Software Reuse,2013,,,,,,,,10.1007/978-3-642-38977-1_5,http://link.springer.com/chapter/10.1007/978-3-642-38977-1_5,
DevOpSlang â€“ Bridging the Gap between Development and Operations,0,Johannes WettingerUwe BreitenbÃ¼cherFrank Leymann,Service-Oriented and Cloud Computing,2014,,,,,,,,10.1007/978-3-662-44879-3_8,http://link.springer.com/chapter/10.1007/978-3-662-44879-3_8,
Complex Systems: On Design and Architecture of Adaptable Dashboards,0,Dragos Strugar,Software Technology: Methods and Tools,2019,,,,,,,,10.1007/978-3-030-29852-4_14,http://link.springer.com/chapter/10.1007/978-3-030-29852-4_14,
Automatic Extraction of Design Decisions from Issue Management Systems: A Machine Learning Based Approach,0,Manoj BhatKlym ShumaievAndreas BiesdorfUwe HohensteinFlorian Matthes,Software Architecture,2017,,,,,,,,10.1007/978-3-319-65831-5_10,http://link.springer.com/chapter/10.1007/978-3-319-65831-5_10,
A Hypothetical Scenario-Based Analysis on Software Reliability Evaluation Approaches in the Web Environment,0,Jinhee ParkHyeon-Jeong KimJongmoon Baik,"Software Engineering, Artificial Intelligence, Networking and Parallel/Distributed Computing",2013,,,,,,,,10.1007/978-3-319-00738-0_10,http://link.springer.com/chapter/10.1007/978-3-319-00738-0_10,
A Framework for Defect Prediction in Specific Software Project Contexts,0,Dindin WahyudinRudolf RamlerStefan Biffl,Software Engineering Techniques,2011,,,,,,,,10.1007/978-3-642-22386-0_20,http://link.springer.com/chapter/10.1007/978-3-642-22386-0_20,
Reuse and Customization for Code Generators: Synergy by Transformations and Templates,0,Robert EikermannKatrin HÃ¶lldoblerAlexander RothBernhard Rumpe,Model-Driven Engineering and Software Development,2019,,,,,,,,10.1007/978-3-030-11030-7_3,http://link.springer.com/chapter/10.1007/978-3-030-11030-7_3,
DICOM and Clinical Data Mining in a Small Hospital PACS: A Pilot Study,0,Milton SantosLuis BastiÃ£oCarlos CostaAugusto SilvaNelson Rocha,ENTERprise Information Systems,2011,,,,,,,,10.1007/978-3-642-24352-3_27,http://link.springer.com/chapter/10.1007/978-3-642-24352-3_27,
What Is Essential? â€“ A Pilot Survey on Views About the Requirements Metamodel of reqT.org,0,BjÃ¶rn Regnell,Requirements Engineering: Foundation for Software Quality,2016,,,,,,,,10.1007/978-3-319-30282-9_16,http://link.springer.com/chapter/10.1007/978-3-319-30282-9_16,
A Role-Based Language for Collaborative Robot Applications,0,Sebastian GÃ¶tzMax LeuthÃ¤userJan ReimannJulia SchroeterChristian WendeClaas WilkeUwe AÃŸmann,"Leveraging Applications of Formal Methods, Verification, and Validation",2012,,,,,,,,10.1007/978-3-642-34781-8_1,http://link.springer.com/chapter/10.1007/978-3-642-34781-8_1,
Learning and Designing with Serious Games: Crowdsourcing for Procurement,0,Edward Oates,Games and Learning Alliance,2016,,,,,,,,10.1007/978-3-319-40216-1_7,http://link.springer.com/chapter/10.1007/978-3-319-40216-1_7,
Towards Innovative Software Projects â€“ Creating Environments Supporting Innovation and Improvement,0,Kouichi Kishida,"Systems, Software and Service Process Improvement",2011,,,,,,,,10.1007/978-3-642-22206-1_23,http://link.springer.com/chapter/10.1007/978-3-642-22206-1_23,
Evaluation of Techniques to Detect Wrong Interaction Based Trace Links,0,Paul HÃ¼bnerBarbara Paech,Requirements Engineering: Foundation for Software Quality,2018,,,,,,,,10.1007/978-3-319-77243-1_5,http://link.springer.com/chapter/10.1007/978-3-319-77243-1_5,
A Lightweight Approach for Estimating Probability in Risk-Based Software Testing,0,Rudolf RamlerMichael FeldererMatthias Leitner,Risk Assessment and Risk-Driven Quality Assurance,2017,,,,,,,,10.1007/978-3-319-57858-3_9,http://link.springer.com/chapter/10.1007/978-3-319-57858-3_9,
On the Understanding of BDD Scenariosâ€™ Quality: Preliminary Practitionersâ€™ Opinions,0,Gabriel OliveiraSabrina Marczak,Requirements Engineering: Foundation for Software Quality,2018,,,,,,,,10.1007/978-3-319-77243-1_18,http://link.springer.com/chapter/10.1007/978-3-319-77243-1_18,
A Lean Automotive E/E-System Design Approach with Integrated Requirements Management Capability,0,Harald SporerGeorg MacherChristian KreinerEugen Brenner,Software Architecture,2015,,,,,,,,10.1007/978-3-319-23727-5_20,http://link.springer.com/chapter/10.1007/978-3-319-23727-5_20,
Are Some Refactorings Attached to Fault-Prone Classes and Others to Fault-Free Classes?,0,Steve CounsellStephen SwiftAlessandro MurgiaRoberto TonelliMichele MarchesiGiulio Concas,"Agile Methods. Large-Scale Development, Refactoring, Testing, and Estimation",2014,,,,,,,,10.1007/978-3-319-14358-3_12,http://link.springer.com/chapter/10.1007/978-3-319-14358-3_12,
Predicting Web Vulnerabilities in Web Applications Based on Machine Learning,0,Muhammad Noman KhalidHumera FarooqMuhammad IqbalMuhammad Talha AlamKamran Rasheed,Intelligent Technologies and Applications,2019,,,,,,,,10.1007/978-981-13-6052-7_41,http://link.springer.com/chapter/10.1007/978-981-13-6052-7_41,
Software Quality Improvement Practices in Continuous Integration,0,Ä°lgi Keskin KaynakEvren Ã‡ildenSelin Aydin,"Systems, Software and Services Process Improvement",2019,,,,,,,,10.1007/978-3-030-28005-5_39,http://link.springer.com/chapter/10.1007/978-3-030-28005-5_39,
Mining Function Call Sequence Patterns Across Different Versions of the Project for Defect Detection,0,Zhanqi CuiXiang ChenYongmin MuZhihua ZhangXu Ma,"Software Analysis, Testing, and Evolution",2018,,,,,,,,10.1007/978-3-030-04272-1_10,http://link.springer.com/chapter/10.1007/978-3-030-04272-1_10,
Superposition with Lambdas,0,Alexander BentkampJasmin BlanchetteSophie TourretPetar VukmiroviÄ‡Uwe Waldmann,Automated Deduction â€“ CADE 27,2019,,,,,,,,10.1007/978-3-030-29436-6_4,http://link.springer.com/chapter/10.1007/978-3-030-29436-6_4,
Defining Attack Patterns for Industrial Control Systems,0,Raymond ChanKam-Pui ChowChun-Fai Chan,Critical Infrastructure Protection XIII,2019,,,,,,,,10.1007/978-3-030-34647-8_15,http://link.springer.com/chapter/10.1007/978-3-030-34647-8_15,
Model-Driven Active Automata Learning with LearnLib Studio,0,Oliver BauerJohannes NeubauerMalte Isberner,"Leveraging Applications of Formal Methods, Verification, and Validation",2016,,,,,,,,10.1007/978-3-319-51641-7_8,http://link.springer.com/chapter/10.1007/978-3-319-51641-7_8,
From Computational Thinking to Constructive Design with Simple Models,0,Tiziana Margaria,"Leveraging Applications of Formal Methods, Verification and Validation. Modeling",2018,,,,,,,,10.1007/978-3-030-03418-4_16,http://link.springer.com/chapter/10.1007/978-3-030-03418-4_16,
Motivational Value of Code.orgâ€™s Code Studio Tutorials in an Undergraduate Programming Course,0,Guillaume NelLiezel Nel,ICT Education,2019,,,,,,,,10.1007/978-3-030-05813-5_12,http://link.springer.com/chapter/10.1007/978-3-030-05813-5_12,
A Survey on Model-Based Testing Tools for Test Case Generation,0,Wenbin LiFranck Le GallNaum Spaseski,Tools and Methods of Program Analysis,2018,,,,,,,,10.1007/978-3-319-71734-0_7,http://link.springer.com/chapter/10.1007/978-3-319-71734-0_7,
Design and Evaluation of a User-Interface for Authoring Sentences of American Sign Language Animation,0,Abhishek KannekantiSedeeq Al-khazrajiMatt Huenerfauth,"Universal Access in Human-Computer Interaction. Theory, Methods and Tools",2019,,,,,,,,10.1007/978-3-030-23560-4_19,http://link.springer.com/chapter/10.1007/978-3-030-23560-4_19,
Using Interaction Data for Continuous Creation of Trace Links Between Source Code and Requirements in Issue Tracking Systems,0,Paul HÃ¼bnerBarbara Paech,Requirements Engineering: Foundation for Software Quality,2017,,,,,,,,10.1007/978-3-319-54045-0_21,http://link.springer.com/chapter/10.1007/978-3-319-54045-0_21,
A Web-Based Toolkit for Mathematical Word Processing Applications with Semantics,0,Nathan C. CarterKenneth G. Monks,Intelligent Computer Mathematics,2017,,,,,,,,10.1007/978-3-319-62075-6_19,http://link.springer.com/chapter/10.1007/978-3-319-62075-6_19,
Improving Legacy Applications with Client-Side Augmentations,0,JosÃ© MatÃ­as RiveroMatÃ­as UrbietaSergio FirmenichMauricio WitkinRamÃ³n SerranoViviana Elizabeth CajasGustavo Rossi,Web Engineering,2018,,,,,,,,10.1007/978-3-319-91662-0_12,http://link.springer.com/chapter/10.1007/978-3-319-91662-0_12,
Learning-Based Cross-Platform Conformance Testing,0,Johannes NeubauerBernhard Steffen,"Leveraging Applications of Formal Methods, Verification, and Validation",2016,,,,,,,,10.1007/978-3-319-51641-7_4,http://link.springer.com/chapter/10.1007/978-3-319-51641-7_4,
Teaching Stratego to Play Ball: Optimal Synthesis for Continuous Space MDPs,0,Manfred JaegerPeter GjÃ¸l JensenKim Guldstrand LarsenAxel LegaySean SedwardsJakob Haahr Taankvist,Automated Technology for Verification and Analysis,2019,,,,,,,,10.1007/978-3-030-31784-3_5,http://link.springer.com/chapter/10.1007/978-3-030-31784-3_5,
Model of RUP Processes Maturity Assessment in IT Organizations,0,WÅ‚odzimierz WysockiCezary OrÅ‚owskiArtur ZiÃ³Å‚kowskiGrzegorz Bocewicz,Software Engineering: Challenges and Solutions,2017,,,,,,,,10.1007/978-3-319-43606-7_14,http://link.springer.com/chapter/10.1007/978-3-319-43606-7_14,
In Need of a Domain-Specific Language Modeling Notation for Smartphone Applications with Portable Capability,0,Hamza GhandorhLuiz Fernando CapretzAli Bou Nassif,Mobile Web and Intelligent Information Systems,2015,,,,,,,,10.1007/978-3-319-23144-0_20,http://link.springer.com/chapter/10.1007/978-3-319-23144-0_20,
Design and Implementation of the Image Processing Algorithm Framework for Remote Sensing,0,Han LingTao FadaLi Minglu,Information Computing and Applications,2011,,,,,,,,10.1007/978-3-642-27452-7_65,http://link.springer.com/chapter/10.1007/978-3-642-27452-7_65,
Object-Oriented Testing Capabilities and Performance Evaluation of the C# Mutation System,0,Anna DereziÅ„skaAnna Szustek,Advances in Software Engineering Techniques,2012,,,,,,,,10.1007/978-3-642-28038-2_18,http://link.springer.com/chapter/10.1007/978-3-642-28038-2_18,
Generative Model Driven Design for Agile System Design and Evolution: A Tale of Two Worlds,0,Tiziana Margaria,Formal Methods for Industrial Critical Systems,2018,,,,,,,,10.1007/978-3-030-00244-2_1,http://link.springer.com/chapter/10.1007/978-3-030-00244-2_1,
Weaving Aspects and Business Processes through Model Transformation,0,Heiko WitteborgAnis CharfiDaniel Colomer CollellMira Mezini,Service-Oriented and Cloud Computing,2014,,,,,,,,10.1007/978-3-662-44879-3_4,http://link.springer.com/chapter/10.1007/978-3-662-44879-3_4,
Measuring Ethereum-Based ERC20 Token Networks,0,Friedhelm VictorBianca Katharina LÃ¼ders,Financial Cryptography and Data Security,2019,,,,,,,,10.1007/978-3-030-32101-7_8,http://link.springer.com/chapter/10.1007/978-3-030-32101-7_8,
Information Sources and Their Importance to Prioritize Test Cases in the Heterogeneous Systems Context,0,Ahmad Nauman GhaziJesper AnderssonRichard TorkarKai PetersenJÃ¼rgen BÃ¶rstler,"Systems, Software and Services Process Improvement",2014,,,,,,,,10.1007/978-3-662-43896-1_8,http://link.springer.com/chapter/10.1007/978-3-662-43896-1_8,
Seamless Integrated Simulation in Design and Verification Flow for Safety-Critical Systems,0,Ralph WeissneggerMarkus SchuÃŸChristian KreinerMarkus PistauerKay RÃ¶merChristian Steger,"Computer Safety, Reliability, and Security",2016,,,,,,,,10.1007/978-3-319-45480-1_29,http://link.springer.com/chapter/10.1007/978-3-319-45480-1_29,
Requirements Sensemaking Using Concept Maps,0,Shamal FailyJohn LyleAndre PaulAndrea AtzeniDieter BlommeHeiko DesruelleKrishna Bangalore,Human-Centered Software Engineering,2012,,,,,,,,10.1007/978-3-642-34347-6_13,http://link.springer.com/chapter/10.1007/978-3-642-34347-6_13,
HSFDONES: A Self-Leaning Ontology-Based Fault Diagnosis Expert System Framework,0,XiangBin Xu,Computer and Computing Technologies in Agriculture IV,2011,,,,,,,,10.1007/978-3-642-18369-0_54,http://link.springer.com/chapter/10.1007/978-3-642-18369-0_54,
A Modeling Framework for Software Architecture Specification and Validation,0,Nicolas GobillotCharles LesireDavid Doose,"Simulation, Modeling, and Programming for Autonomous Robots",2014,,,,,,,,10.1007/978-3-319-11900-7_26,http://link.springer.com/chapter/10.1007/978-3-319-11900-7_26,
Complex Networksâ€™ Analysis Using an Ontology-Based Approach: Initial Steps,0,Alex BecheruCostin BÄƒdicÄƒ,"Knowledge Science, Engineering and Management",2014,,,,,,,,10.1007/978-3-319-12096-6_29,http://link.springer.com/chapter/10.1007/978-3-319-12096-6_29,
Is Moodle Accessible for Visually Impaired People?,0,RocÃ­o CalvoAna IglesiasLourdes Moreno,Web Information Systems and Technologies,2012,,,,,,,,10.1007/978-3-642-28082-5_15,http://link.springer.com/chapter/10.1007/978-3-642-28082-5_15,
A Case Study of Refactoring Large-Scale Industrial Systems to Efficiently Improve Source Code Quality,0,GÃ¡bor SzÅ‘keCsaba NagyRudolf FerencTibor GyimÃ³thy,Computational Science and Its Applications â€“ ICCSA 2014,2014,,,,,,,,10.1007/978-3-319-09156-3_37,http://link.springer.com/chapter/10.1007/978-3-319-09156-3_37,
Design of a Healthcare Sensor Managing System for Vital Sign Measuring Devices,0,Min Ho LeeHo Seok AhnKevin WangBruce A. MacDonald,"Simulation, Modeling, and Programming for Autonomous Robots",2014,,,,,,,,10.1007/978-3-319-11900-7_44,http://link.springer.com/chapter/10.1007/978-3-319-11900-7_44,
Controlling the Attack Surface of Object-Oriented Refactorings,0,Sebastian RulandGÃ©za KulcsÃ¡rErhan LeblebiciSven PeldszusMalte Lochau,Fundamental Approaches to Software Engineering,2018,,,,,,,,10.1007/978-3-319-89363-1_3,http://link.springer.com/chapter/10.1007/978-3-319-89363-1_3,
On the Feasibility of Startup Models as a Framework for Research on Competence Needs in Software Startups,0,Pertti SeppÃ¤nenKari LiukkunenMarkku Oivo,Product-Focused Software Process Improvement,2015,,,,,,,,10.1007/978-3-319-26844-6_42,http://link.springer.com/chapter/10.1007/978-3-319-26844-6_42,
reqT.org â€“ Towards a Semi-Formal,0,BjÃ¶rn Regnell,Open and Scalable Requirements Modeling Tool,2013,,,,,,,,10.1007/978-3-642-37422-7_8,http://link.springer.com/chapter/10.1007/978-3-642-37422-7_8,
Studying the Effect of UML-Based Models on Source-Code Comprehensibility: Results from a Long-Term Investigation,0,Giuseppe ScannielloCarmine GravinoGenoveffa TortoraMarcela GeneroMichele RisiJosÃ© A. Cruz-LemusGabriella Dodero,Product-Focused Software Process Improvement,2015,,,,,,,,10.1007/978-3-319-26844-6_23,http://link.springer.com/chapter/10.1007/978-3-319-26844-6_23,
Cost Information Retrieval Model Based on Open Sources for Students Learning of Construction Cost Management,0,Wenfa HuTingting Yu,Information and Management Engineering,2011,,,,,,,,10.1007/978-3-642-24022-5_46,http://link.springer.com/chapter/10.1007/978-3-642-24022-5_46,
Software Processes with BPMN: An Empirical Analysis,0,Andre L. N. CamposToacy Oliveira,Product-Focused Software Process Improvement,2013,,,,,,,,10.1007/978-3-642-39259-7_29,http://link.springer.com/chapter/10.1007/978-3-642-39259-7_29,
TouchRAM: A Multitouch-Enabled Tool for Aspect-Oriented Software Design,0,Wisam Al AbedValentin BonnetMatthias SchÃ¶ttleEngin YildirimOmar AlamJÃ¶rg Kienzle,Software Language Engineering,2013,,,,,,,,10.1007/978-3-642-36089-3_16,http://link.springer.com/chapter/10.1007/978-3-642-36089-3_16,
Applying Manufacturing Performance Figures to Measure Software Development Excellence,0,Andreas DeuterHans-JÃ¼rgen Koch,Software Measurement,2015,,,,,,,,10.1007/978-3-319-24285-9_5,http://link.springer.com/chapter/10.1007/978-3-319-24285-9_5,
The Adoption of Machine Learning Techniques for Software Defect Prediction: An Initial Industrial Validation,0,Rakesh RanaMiroslaw StaronChristian BergerJÃ¶rgen HanssonMartin NilssonWilhelm Meding,Knowledge-Based Software Engineering,2014,,,,,,,,10.1007/978-3-319-11854-3_23,http://link.springer.com/chapter/10.1007/978-3-319-11854-3_23,
Efficient Retrieval and Ranking of Undesired Package Cycles in Large Software Systems,0,Jean-RÃ©my FalleriSimon DenierJannik LavalPhilippe VismaraStÃ©phane Ducasse,"Objects, Models, Components, Patterns",2011,,,,,,,,10.1007/978-3-642-21952-8_19,http://link.springer.com/chapter/10.1007/978-3-642-21952-8_19,
